검색조건
대출기간,2022-01-01 ~ 2022-07-09
성별,전체
연령,20대, 30대
지역,전체
ISBN 부가기호,전체
주제,기술과학
세부주제,기술과학

제공기관 : 국립중앙도서관
데이터 제공일 : 2022-07-10
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"107","로봇과 함께하는 세상 ","글: 소피 블리트만 ;옮긴이: 권지현","김영사","2021","","9788934949305","74500","500","23",
"107","위대한 발명 ","글: 요주아 도우글라스 ;옮김: 최재숙","이퍼블릭","2013","","9791155090640","74800","507.5","23",
"107","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9791164136865","77400","507.5","23",
"110","(발명과 혁신으로 읽는) 하루 10분 세계사 :종이에서 로봇까지 ","송성수 지음","생각의힘","2018","","9791185585468","03400","509","22",
"111","세상을 바꾸는 최고의 과학 기술 ","[원저자: Ian Graham] ;번역: U&J","예림당","2017","","9788930270687","73400","500","21",
"111","오드리의 놀라운 발명 ","레이첼 발렌타인 글 ;신지호 옮김","김영사","2018","","9788934983514","74500","500","21",
"111","내 손 대단하지?","고지혜 글;최미란 그림","","","2","9791128212154","","508","21",
"111","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9791164134359","77080","507.5","21",
"111","어린이를 위한 따뜻한 과학, 적정 기술 ","글: 이아연 ;그림: 박선하","팜파스","2017","","9791170261681","73500","500","21",
"111","그것의 존재를 알아차리는 순간 :일상을 만든 테크놀로지 ","지은이: 최형섭 ;일러스트: 이다은","이음","2021","","9791190944151","03810","509","21",
"117","테크놀로지의 정치 :유전자 조작에서 디지털 프라이버시까지 ","실라 재서노프 지음 ;김명진 옮김","창비","2022","","9788936479015","93500","501","20",
"117","괴짜 발명가 노트 :기상천외한 상상력과 창의력을 깨워 주는 ","앤드류 레이,박선영 옮김","한즈미디어","2016","","9788959759491","73600","507.5","20",
